

=== Predictions on test data ===

inst#     actual  predicted error prediction
3931     1:spam     1:spam       0.923
3932     1:spam     1:spam       0.923
3933      2:ham     1:spam   +   0.923
3934     1:spam     1:spam       0.923
3935     1:spam     1:spam       0.923
3936     1:spam     1:spam       0.923
3937     1:spam     1:spam       0.923
3938     1:spam     1:spam       0.923
3939     1:spam     1:spam       0.923
3940     1:spam     1:spam       0.923
3941     1:spam     1:spam       0.923
3942      2:ham      2:ham       0.857
3943      2:ham      2:ham       0.857
3944      2:ham      2:ham       0.857
3945      2:ham      2:ham       0.857
3946      2:ham      2:ham       0.857
3947     1:spam     1:spam       0.923
3948     1:spam     1:spam       0.923
3949      2:ham      2:ham       0.915
3950      2:ham      2:ham       0.915
3951      2:ham      2:ham       0.915
3952     1:spam     1:spam       0.923
3953      2:ham      2:ham       0.915
3954      2:ham      2:ham       0.994
3955     1:spam     1:spam       0.923
3956     1:spam     1:spam       0.923
3957     1:spam     1:spam       0.923
3958     1:spam     1:spam       0.552
3959      2:ham      2:ham       0.99
3960     1:spam     1:spam       0.923
3961     1:spam     1:spam       0.923
3962      2:ham      2:ham       0.799
3963      2:ham      2:ham       0.915
3964      2:ham      2:ham       0.915
3965     1:spam     1:spam       0.923
3966      2:ham      2:ham       0.915
3967      2:ham      2:ham       0.915
3968     1:spam     1:spam       0.923
3969      2:ham      2:ham       0.915
3970      2:ham      2:ham       0.99
3971     1:spam     1:spam       0.923
3972      2:ham      2:ham       0.915
3973      2:ham     1:spam   +   0.923
3974      2:ham      2:ham       0.799
3975      2:ham      2:ham       0.99
3976     1:spam     1:spam       0.923
3977     1:spam     1:spam       0.923
3978     1:spam     1:spam       0.923
3979     1:spam     1:spam       0.923
3980     1:spam     1:spam       0.923
3981      2:ham      2:ham       0.99
3982      2:ham     1:spam   +   0.923
3983      2:ham      2:ham       0.915
3984     1:spam     1:spam       0.923
3985      2:ham      2:ham       0.994
3986      2:ham      2:ham       0.799
3987     1:spam     1:spam       0.923
3988      2:ham      2:ham       0.857
3989      2:ham      2:ham       0.915
3990     1:spam     1:spam       0.923
3991      2:ham      2:ham       0.915
3992     1:spam     1:spam       0.923
3993      2:ham      2:ham       0.799
3994     1:spam     1:spam       0.923
3995      2:ham      2:ham       0.857
3996      2:ham      2:ham       0.915
3997     1:spam     1:spam       0.923
3998      2:ham      2:ham       0.987
3999     1:spam     1:spam       0.923
4000      2:ham      2:ham       0.915
4001     1:spam     1:spam       0.923
4002     1:spam     1:spam       0.923
4003     1:spam     1:spam       0.923
4004     1:spam     1:spam       0.923
4005     1:spam     1:spam       0.923
4006      2:ham      2:ham       0.915
4007     1:spam     1:spam       0.923
4008      2:ham     1:spam   +   0.649
4009     1:spam     1:spam       0.923
4010     1:spam     1:spam       0.923
4011     1:spam     1:spam       0.923
4012      2:ham      2:ham       0.994
4013     1:spam     1:spam       0.923
4014     1:spam     1:spam       0.923
4015     1:spam     1:spam       0.923
4016     1:spam     1:spam       0.923
4017     1:spam     1:spam       0.923
4018      2:ham      2:ham       0.915
4019      2:ham      2:ham       0.99
4020      2:ham      2:ham       0.99
4021     1:spam     1:spam       0.923
4022      2:ham      2:ham       0.726
4023      2:ham      2:ham       0.726
4024     1:spam     1:spam       0.923
4025     1:spam     1:spam       0.923
4026      2:ham      2:ham       0.915
4027      2:ham      2:ham       0.799
4028      2:ham      2:ham       0.871
4029      2:ham      2:ham       0.99
4030     1:spam     1:spam       0.923
4031     1:spam     1:spam       0.923
4032     1:spam     1:spam       0.923
4033     1:spam     1:spam       0.923
4034     1:spam     1:spam       0.923
4035     1:spam     1:spam       0.923
4036     1:spam     1:spam       0.923
4037     1:spam     1:spam       0.923
4038     1:spam     1:spam       0.923
4039     1:spam     1:spam       0.923
4040      2:ham      2:ham       0.83
4041     1:spam     1:spam       0.923
4042     1:spam     1:spam       0.923
4043     1:spam     1:spam       0.552
4044     1:spam     1:spam       0.923
4045      2:ham      2:ham       0.915
4046     1:spam     1:spam       0.923
4047      2:ham      2:ham       0.999
4048      2:ham      2:ham       0.857
4049     1:spam     1:spam       0.923
4050     1:spam     1:spam       0.923
4051      2:ham     1:spam   +   0.568
4052      2:ham      2:ham       0.991
4053      2:ham      2:ham       0.991
4054      2:ham      2:ham       0.915
4055      2:ham     1:spam   +   0.568
4056      2:ham      2:ham       0.999
4057     1:spam     1:spam       0.923
4058      2:ham      2:ham       0.994
4059      2:ham      2:ham       0.994
4060     1:spam     1:spam       0.923
4061      2:ham      2:ham       0.915
4062      2:ham      2:ham       0.726
4063     1:spam     1:spam       0.568
4064     1:spam     1:spam       0.568
4065     1:spam     1:spam       0.923
4066     1:spam     1:spam       0.923
4067     1:spam     1:spam       0.923
4068      2:ham      2:ham       0.857
4069     1:spam     1:spam       0.923
4070     1:spam     1:spam       0.923
4071     1:spam     1:spam       0.923
4072      2:ham      2:ham       0.987
4073      2:ham      2:ham       1
4074      2:ham      2:ham       0.83
4075     1:spam     1:spam       0.923
4076      2:ham      2:ham       0.999
4077     1:spam     1:spam       0.923
4078     1:spam     1:spam       0.923
4079      2:ham      2:ham       0.993
4080      2:ham      2:ham       0.942
4081      2:ham      2:ham       0.915
4082      2:ham      2:ham       0.999
4083     1:spam     1:spam       0.923
4084      2:ham      2:ham       0.99
4085     1:spam     1:spam       0.923
4086      2:ham      2:ham       0.994
4087     1:spam     1:spam       0.923
4088     1:spam     1:spam       0.923
4089     1:spam     1:spam       0.923
4090     1:spam     1:spam       0.923
4091      2:ham      2:ham       0.995
4092     1:spam     1:spam       0.923
4093      2:ham      2:ham       0.993
4094      2:ham      2:ham       0.999
4095      2:ham      2:ham       0.83
4096      2:ham      2:ham       0.99
4097      2:ham      2:ham       0.998
4098      2:ham      2:ham       0.999
4099      2:ham      2:ham       0.999
4100      2:ham      2:ham       0.915
4101     1:spam     1:spam       0.923
4102      2:ham      2:ham       0.99
4103      2:ham      2:ham       0.96
4104      2:ham      2:ham       0.998
4105     1:spam     1:spam       0.923
4106     1:spam     1:spam       0.923
4107      2:ham      2:ham       0.991
4108     1:spam     1:spam       0.923
4109      2:ham      2:ham       0.942
4110      2:ham      2:ham       0.998
4111     1:spam     1:spam       0.923
4112      2:ham      2:ham       0.998
4113      2:ham      2:ham       0.991
4114      2:ham      2:ham       0.941
4115     1:spam     1:spam       0.923
4116      2:ham      2:ham       0.915
4117     1:spam     1:spam       0.923
4118      2:ham      2:ham       0.998
4119      2:ham      2:ham       0.99
4120     1:spam     1:spam       0.923
4121     1:spam     1:spam       0.923
4122     1:spam     1:spam       0.923
4123      2:ham      2:ham       0.999
4124     1:spam     1:spam       0.923
4125     1:spam     1:spam       0.923
4126     1:spam     1:spam       0.923
4127      2:ham      2:ham       0.99
4128     1:spam     1:spam       0.923
4129      2:ham      2:ham       0.945
4130      2:ham      2:ham       0.871
4131      2:ham      2:ham       0.994
4132     1:spam     1:spam       0.923
4133      2:ham      2:ham       0.942
4134     1:spam     1:spam       0.923
4135      2:ham      2:ham       0.99
4136     1:spam      2:ham   +   0.801
4137      2:ham     1:spam   +   0.923
4138     1:spam     1:spam       0.923
4139     1:spam     1:spam       0.923
4140      2:ham     1:spam   +   0.552
4141     1:spam     1:spam       0.923
4142      2:ham      2:ham       0.999
4143      2:ham      2:ham       0.857
4144      2:ham      2:ham       0.83
4145      2:ham      2:ham       0.99
4146      2:ham      2:ham       0.995
4147      2:ham      2:ham       0.915
4148     1:spam     1:spam       0.568
4149     1:spam     1:spam       0.923
4150      2:ham     1:spam   +   0.709
4151      2:ham      2:ham       0.99
4152     1:spam     1:spam       0.923
4153     1:spam     1:spam       0.923
4154     1:spam     1:spam       0.923
4155     1:spam     1:spam       0.923
4156      2:ham      2:ham       0.915
4157     1:spam     1:spam       0.923
4158     1:spam     1:spam       0.923
4159     1:spam     1:spam       0.923
4160     1:spam     1:spam       0.923
4161      2:ham      2:ham       0.99
4162     1:spam     1:spam       0.923
4163      2:ham      2:ham       0.915
4164     1:spam     1:spam       0.923
4165      2:ham      2:ham       0.799
4166      2:ham      2:ham       0.799
4167     1:spam     1:spam       0.923
4168      2:ham      2:ham       0.999
4169     1:spam     1:spam       0.923
4170      2:ham      2:ham       0.999
4171      2:ham      2:ham       0.857
4172     1:spam     1:spam       0.923
4173     1:spam     1:spam       0.923
4174     1:spam     1:spam       0.923
4175      2:ham      2:ham       0.99
4176      2:ham     1:spam   +   0.923
4177      2:ham      2:ham       0.915
4178      2:ham      2:ham       0.994
4179     1:spam     1:spam       0.923
4180     1:spam     1:spam       0.923
4181      2:ham      2:ham       0.99
4182     1:spam     1:spam       0.923
4183     1:spam     1:spam       0.923
4184      2:ham      2:ham       0.945
4185      2:ham      2:ham       0.915
4186     1:spam     1:spam       0.923
4187      2:ham      2:ham       0.995
4188     1:spam     1:spam       0.923
4189     1:spam     1:spam       0.923
4190      2:ham      2:ham       0.915
4191     1:spam     1:spam       0.923
4192     1:spam     1:spam       0.923
4193     1:spam     1:spam       0.923
4194      2:ham      2:ham       0.99
4195     1:spam     1:spam       0.923
4196      2:ham     1:spam   +   0.568
4197      2:ham      2:ham       0.799
4198     1:spam     1:spam       0.923
4199     1:spam     1:spam       0.923
4200      2:ham      2:ham       0.998
4201     1:spam     1:spam       0.923
4202      2:ham     1:spam   +   0.616
4203     1:spam     1:spam       0.923
4204     1:spam     1:spam       0.568
4205     1:spam      2:ham   +   0.801
4206     1:spam     1:spam       0.923
4207     1:spam     1:spam       0.923
4208     1:spam     1:spam       0.923
4209     1:spam     1:spam       0.923
4210     1:spam     1:spam       0.923
4211     1:spam     1:spam       0.923
4212      2:ham     1:spam   +   0.552
4213     1:spam     1:spam       0.923
4214     1:spam     1:spam       0.923
4215     1:spam     1:spam       0.923
4216     1:spam     1:spam       0.923
4217     1:spam     1:spam       0.666
4218     1:spam     1:spam       0.923
4219      2:ham      2:ham       0.897
4220     1:spam     1:spam       0.923
4221      2:ham      2:ham       0.83
4222     1:spam     1:spam       0.923
4223     1:spam     1:spam       0.923
4224      2:ham      2:ham       0.987
4225      2:ham      2:ham       0.99
4226     1:spam     1:spam       0.923
4227     1:spam     1:spam       0.709
4228      2:ham      2:ham       0.99
4229      2:ham      2:ham       0.915
4230     1:spam     1:spam       0.923
4231     1:spam     1:spam       0.923
4232      2:ham      2:ham       0.99
4233     1:spam     1:spam       0.923
4234     1:spam     1:spam       0.923
4235      2:ham      2:ham       0.799
4236     1:spam     1:spam       0.923
4237      2:ham      2:ham       0.998
4238      2:ham      2:ham       0.788
4239     1:spam     1:spam       0.923
4240     1:spam     1:spam       0.923
4241     1:spam     1:spam       0.923
4242      2:ham      2:ham       0.999
4243     1:spam     1:spam       0.923
4244     1:spam     1:spam       0.923
4245     1:spam     1:spam       0.923
4246      2:ham      2:ham       0.998
4247      2:ham      2:ham       0.998
4248      2:ham      2:ham       0.987
4249      2:ham      2:ham       0.83
4250     1:spam     1:spam       0.709
4251      2:ham     1:spam   +   0.573
4252     1:spam     1:spam       0.923
4253     1:spam     1:spam       0.923
4254     1:spam     1:spam       0.923
4255     1:spam     1:spam       0.923
4256     1:spam     1:spam       0.923
4257     1:spam     1:spam       0.923
4258      2:ham      2:ham       0.799
4259      2:ham      2:ham       0.642
4260      2:ham      2:ham       0.998
4261      2:ham      2:ham       0.897
4262     1:spam     1:spam       0.923
4263     1:spam     1:spam       0.923
4264     1:spam     1:spam       0.923
4265     1:spam     1:spam       0.923
4266     1:spam     1:spam       0.923
4267     1:spam     1:spam       0.923
4268      2:ham      2:ham       0.642
4269      2:ham      2:ham       0.998
4270      2:ham      2:ham       0.975
4271     1:spam     1:spam       0.923
4272     1:spam     1:spam       0.923
4273      2:ham      2:ham       0.799
4274      2:ham      2:ham       0.857
4275     1:spam     1:spam       0.923
4276     1:spam     1:spam       0.923
4277     1:spam     1:spam       0.923
4278      2:ham      2:ham       0.991
4279     1:spam     1:spam       0.923
4280      2:ham     1:spam   +   0.568
4281      2:ham      2:ham       0.998
4282     1:spam     1:spam       0.923
4283      2:ham      2:ham       0.915
4284     1:spam     1:spam       0.923
4285     1:spam      2:ham   +   0.801
4286     1:spam     1:spam       0.923
4287     1:spam     1:spam       0.923
4288     1:spam     1:spam       0.923
4289     1:spam     1:spam       0.923
4290     1:spam     1:spam       0.923
4291      2:ham      2:ham       0.987
4292     1:spam     1:spam       0.923
4293     1:spam     1:spam       0.923
4294     1:spam     1:spam       0.923
4295     1:spam     1:spam       0.923
4296      2:ham      2:ham       0.998
4297     1:spam     1:spam       0.923
4298     1:spam     1:spam       0.923
4299     1:spam     1:spam       0.923
4300      2:ham      2:ham       0.857
4301      2:ham      2:ham       0.987
4302     1:spam     1:spam       0.923
4303     1:spam     1:spam       0.923
4304     1:spam     1:spam       0.923
4305      2:ham      2:ham       0.857
4306     1:spam     1:spam       0.923
4307     1:spam     1:spam       0.923
4308      2:ham     1:spam   +   0.552
4309      2:ham     1:spam   +   0.71
4310     1:spam     1:spam       0.923
4311     1:spam     1:spam       0.923
4312     1:spam     1:spam       0.923
4313     1:spam     1:spam       0.923
4314      2:ham      2:ham       0.857
4315     1:spam     1:spam       0.923
4316     1:spam     1:spam       0.923
4317      2:ham      2:ham       0.945
4318      2:ham      2:ham       0.945
4319      2:ham      2:ham       0.945
4320      2:ham      2:ham       0.945
4321      2:ham      2:ham       0.945
4322     1:spam     1:spam       0.923
4323     1:spam     1:spam       0.923
4324      2:ham     1:spam   +   0.568
4325     1:spam     1:spam       0.923
4326      2:ham     1:spam   +   0.923
4327     1:spam     1:spam       0.923
4328      2:ham      2:ham       0.726
4329     1:spam     1:spam       0.923
4330     1:spam     1:spam       0.923
4331      2:ham      2:ham       0.99
4332     1:spam     1:spam       0.923
4333     1:spam     1:spam       0.923
4334      2:ham      2:ham       0.987
4335      2:ham     1:spam   +   0.568
4336     1:spam     1:spam       0.923
4337     1:spam     1:spam       0.923
4338     1:spam     1:spam       0.923
4339     1:spam     1:spam       0.923
4340      2:ham      2:ham       0.942
4341     1:spam     1:spam       0.923
4342      2:ham      2:ham       0.991
4343     1:spam     1:spam       0.923
4344     1:spam     1:spam       0.923
4345      2:ham      2:ham       0.799
4346      2:ham      2:ham       0.975
4347      2:ham      2:ham       0.975
4348      2:ham      2:ham       0.975
4349      2:ham     1:spam   +   0.923
4350      2:ham      2:ham       0.995
4351      2:ham      2:ham       0.975
4352      2:ham      2:ham       0.942
4353     1:spam     1:spam       0.923
4354     1:spam     1:spam       0.923
4355     1:spam     1:spam       0.923
4356     1:spam     1:spam       0.923
4357     1:spam     1:spam       0.923
4358      2:ham     1:spam   +   0.923
4359      2:ham      2:ham       0.871
4360     1:spam     1:spam       0.923
4361     1:spam     1:spam       0.923
4362     1:spam     1:spam       0.923
4363     1:spam     1:spam       0.923
4364     1:spam     1:spam       0.923
4365     1:spam     1:spam       0.923
4366      2:ham      2:ham       0.99
4367     1:spam     1:spam       0.923
4368     1:spam     1:spam       0.923
4369      2:ham      2:ham       0.995
4370      2:ham      2:ham       0.99
4371     1:spam     1:spam       0.568
4372     1:spam     1:spam       0.923
4373     1:spam     1:spam       0.923
4374     1:spam     1:spam       0.923
4375     1:spam     1:spam       0.923
4376     1:spam     1:spam       0.923
4377      2:ham      2:ham       0.991
4378     1:spam     1:spam       0.923
4379      2:ham      2:ham       0.942
4380     1:spam     1:spam       0.923
4381     1:spam     1:spam       0.923
4382     1:spam     1:spam       0.923
4383     1:spam     1:spam       0.923
4384     1:spam     1:spam       0.923
4385     1:spam     1:spam       0.923
4386     1:spam     1:spam       0.923
4387     1:spam     1:spam       0.923
4388     1:spam     1:spam       0.923
4389     1:spam     1:spam       0.923
4390     1:spam     1:spam       0.923
4391     1:spam     1:spam       0.923
4392     1:spam     1:spam       0.923
4393     1:spam     1:spam       0.923
4394     1:spam     1:spam       0.923
4395     1:spam     1:spam       0.923
4396     1:spam     1:spam       0.923
4397     1:spam     1:spam       0.923
4398     1:spam     1:spam       0.923
4399     1:spam     1:spam       0.923
4400     1:spam     1:spam       0.923
4401     1:spam     1:spam       0.923
4402     1:spam     1:spam       0.923
4403     1:spam     1:spam       0.923
4404     1:spam     1:spam       0.923
4405      2:ham      2:ham       0.897
4406     1:spam     1:spam       0.923
4407     1:spam     1:spam       0.923
4408     1:spam     1:spam       0.923
4409      2:ham      2:ham       0.952
4410     1:spam     1:spam       0.923
4411      2:ham      2:ham       0.999
4412     1:spam     1:spam       0.923
4413     1:spam     1:spam       0.923
4414     1:spam     1:spam       0.923
4415     1:spam     1:spam       0.923
4416     1:spam     1:spam       0.923
4417     1:spam     1:spam       0.923
4418     1:spam     1:spam       0.923
4419     1:spam     1:spam       0.923
4420     1:spam     1:spam       0.923
4421     1:spam     1:spam       0.923
4422     1:spam     1:spam       0.923
4423      2:ham      2:ham       0.642
4424     1:spam     1:spam       0.709
4425     1:spam     1:spam       0.923
4426     1:spam     1:spam       0.923
4427     1:spam     1:spam       0.923
4428      2:ham      2:ham       0.99
4429      2:ham      2:ham       0.998
4430     1:spam     1:spam       0.666
4431     1:spam     1:spam       0.923
4432     1:spam     1:spam       0.649
4433     1:spam     1:spam       0.923
4434     1:spam     1:spam       0.923
4435      2:ham      2:ham       0.99
4436     1:spam     1:spam       0.923
4437     1:spam     1:spam       0.923
4438      2:ham     1:spam   +   0.568
4439     1:spam     1:spam       0.923
4440     1:spam     1:spam       0.923
4441     1:spam     1:spam       0.709
4442     1:spam     1:spam       0.923
4443     1:spam     1:spam       0.923
4444      2:ham      2:ham       0.987
4445     1:spam     1:spam       0.923
4446      2:ham      2:ham       0.987
4447      2:ham      2:ham       0.998
4448     1:spam     1:spam       0.923
4449      2:ham      2:ham       0.915
4450      2:ham      2:ham       0.994
4451     1:spam     1:spam       0.923
4452      2:ham      2:ham       0.994
4453     1:spam     1:spam       0.923
4454     1:spam     1:spam       0.923
4455     1:spam     1:spam       0.923
4456     1:spam     1:spam       0.923
4457      2:ham      2:ham       0.942
4458     1:spam     1:spam       0.923
4459      2:ham      2:ham       0.857
4460     1:spam     1:spam       0.923
4461     1:spam     1:spam       0.552
4462      2:ham      2:ham       0.998
4463     1:spam     1:spam       0.923
4464     1:spam     1:spam       0.709
4465     1:spam     1:spam       0.923
4466      2:ham      2:ham       0.915
4467     1:spam     1:spam       0.923
4468     1:spam     1:spam       0.923
4469      2:ham      2:ham       0.991
4470      2:ham     1:spam   +   0.71
4471      2:ham      2:ham       0.915
4472     1:spam     1:spam       0.923
4473     1:spam     1:spam       0.923
4474     1:spam     1:spam       0.923
4475     1:spam     1:spam       0.923
4476      2:ham      2:ham       0.915
4477     1:spam     1:spam       0.923
4478     1:spam     1:spam       0.923
4479     1:spam     1:spam       0.923
4480     1:spam     1:spam       0.923
4481     1:spam      2:ham   +   0.801
4482     1:spam     1:spam       0.923
4483     1:spam     1:spam       0.923
4484     1:spam     1:spam       0.923
4485     1:spam     1:spam       0.923
4486      2:ham      2:ham       0.987
4487     1:spam     1:spam       0.923
4488     1:spam     1:spam       0.923
4489     1:spam     1:spam       0.923
4490     1:spam     1:spam       0.923
4491     1:spam     1:spam       0.923
4492     1:spam     1:spam       0.923
4493     1:spam     1:spam       0.923
4494     1:spam     1:spam       0.923
4495     1:spam     1:spam       0.923
4496     1:spam     1:spam       0.923
4497     1:spam     1:spam       0.666
4498     1:spam     1:spam       0.923
4499     1:spam     1:spam       0.923
4500     1:spam     1:spam       0.923
4501     1:spam     1:spam       0.923
4502     1:spam     1:spam       0.923
4503     1:spam     1:spam       0.923
4504     1:spam     1:spam       0.923
4505     1:spam     1:spam       0.923
4506     1:spam     1:spam       0.923
4507     1:spam     1:spam       0.923
4508     1:spam     1:spam       0.923
4509     1:spam     1:spam       0.923
4510     1:spam     1:spam       0.923
4511     1:spam     1:spam       0.923
4512     1:spam     1:spam       0.923
4513      2:ham     1:spam   +   0.568
4514     1:spam     1:spam       0.923
4515      2:ham     1:spam   +   0.923
4516     1:spam     1:spam       0.923
4517     1:spam     1:spam       0.923
4518      2:ham      2:ham       0.99
4519      2:ham      2:ham       0.898
4520     1:spam     1:spam       0.923
4521     1:spam     1:spam       0.923
4522     1:spam     1:spam       0.923
4523     1:spam     1:spam       0.923
4524     1:spam     1:spam       0.923
4525     1:spam     1:spam       0.923
4526     1:spam     1:spam       0.923
4527     1:spam     1:spam       0.923
4528     1:spam     1:spam       0.923
4529     1:spam     1:spam       0.923
4530      2:ham      2:ham       0.941
4531     1:spam     1:spam       0.923
4532     1:spam     1:spam       0.923
4533     1:spam     1:spam       0.923
4534      2:ham     1:spam   +   0.568
4535     1:spam     1:spam       0.923
4536     1:spam     1:spam       0.923
4537      2:ham      2:ham       0.962
4538      2:ham      2:ham       0.962
4539     1:spam     1:spam       0.923
4540     1:spam     1:spam       0.923
4541     1:spam     1:spam       0.923
4542      2:ham      2:ham       0.915
4543     1:spam     1:spam       0.923
4544     1:spam     1:spam       0.923
4545     1:spam     1:spam       0.923
4546     1:spam     1:spam       0.923
4547     1:spam     1:spam       0.923
4548     1:spam     1:spam       0.923
4549     1:spam     1:spam       0.923
4550     1:spam     1:spam       0.923
4551      2:ham      2:ham       0.915
4552     1:spam     1:spam       0.923
4553     1:spam     1:spam       0.923
4554     1:spam     1:spam       0.923
4555     1:spam     1:spam       0.923
4556     1:spam     1:spam       0.923
4557      2:ham     1:spam   +   0.923
4558     1:spam     1:spam       0.923
4559     1:spam     1:spam       0.923
4560     1:spam      2:ham   +   0.801
4561     1:spam     1:spam       0.923
4562     1:spam     1:spam       0.923
4563     1:spam     1:spam       0.923
4564     1:spam     1:spam       0.923
4565     1:spam     1:spam       0.923
4566     1:spam     1:spam       0.923
4567      2:ham      2:ham       0.999
4568     1:spam     1:spam       0.923
4569     1:spam     1:spam       0.923
4570      2:ham      2:ham       0.99
4571     1:spam     1:spam       0.923
4572     1:spam     1:spam       0.923
4573     1:spam     1:spam       0.923
4574     1:spam     1:spam       0.923
4575     1:spam     1:spam       0.923
4576     1:spam     1:spam       0.923
4577     1:spam     1:spam       0.923
4578     1:spam     1:spam       0.649
4579     1:spam     1:spam       0.923
4580     1:spam     1:spam       0.923
4581     1:spam     1:spam       0.923
4582     1:spam     1:spam       0.923
4583     1:spam     1:spam       0.923
4584      2:ham     1:spam   +   0.568
4585     1:spam     1:spam       0.923
4586     1:spam     1:spam       0.923
4587      2:ham      2:ham       1
4588     1:spam     1:spam       0.923
4589      2:ham      2:ham       0.999
4590      2:ham      2:ham       0.99
4591     1:spam     1:spam       0.923
4592     1:spam     1:spam       0.649
4593      2:ham      2:ham       0.994
4594     1:spam     1:spam       0.923
4595     1:spam     1:spam       0.923
4596     1:spam     1:spam       0.923
4597     1:spam     1:spam       0.923
4598     1:spam     1:spam       0.923
4599      2:ham      2:ham       0.999
4600     1:spam     1:spam       0.923
4601     1:spam     1:spam       0.666
4602     1:spam     1:spam       0.923
4603     1:spam     1:spam       0.923
4604     1:spam     1:spam       0.923
4605      2:ham      2:ham       0.915
4606     1:spam     1:spam       0.923
4607      2:ham      2:ham       1
4608     1:spam     1:spam       0.923
4609      2:ham      2:ham       0.999
4610     1:spam     1:spam       0.923
4611     1:spam     1:spam       0.923
4612      2:ham      2:ham       0.999
4613     1:spam     1:spam       0.923
4614     1:spam     1:spam       0.923
4615     1:spam     1:spam       0.923
4616     1:spam     1:spam       0.923
4617      2:ham      2:ham       0.897
4618      2:ham      2:ham       0.897
4619      2:ham      2:ham       0.983
4620     1:spam     1:spam       0.923
4621     1:spam     1:spam       0.923
4622     1:spam     1:spam       0.923
4623     1:spam     1:spam       0.923
4624     1:spam     1:spam       0.923
4625     1:spam     1:spam       0.923
4626     1:spam     1:spam       0.923
4627      2:ham      2:ham       0.898
4628     1:spam     1:spam       0.923
4629     1:spam     1:spam       0.923
4630     1:spam     1:spam       0.923
4631      2:ham      2:ham       0.857
4632      2:ham      2:ham       0.999
4633      2:ham      2:ham       0.88
4634      2:ham      2:ham       0.897
4635     1:spam     1:spam       0.923
4636      2:ham      2:ham       0.915
4637      2:ham      2:ham       0.915
4638      2:ham      2:ham       0.99
4639     1:spam     1:spam       0.923
4640      2:ham      2:ham       0.998
4641     1:spam     1:spam       0.923
4642      2:ham     1:spam   +   0.923
4643      2:ham      2:ham       0.99
4644     1:spam     1:spam       0.923
4645     1:spam     1:spam       0.923
4646     1:spam     1:spam       0.923
4647     1:spam     1:spam       0.552
4648     1:spam     1:spam       0.923
4649     1:spam     1:spam       0.923
4650      2:ham      2:ham       0.915
4651     1:spam     1:spam       0.923
4652     1:spam     1:spam       0.923
4653     1:spam     1:spam       0.923
4654     1:spam     1:spam       0.923
4655     1:spam     1:spam       0.923
4656     1:spam     1:spam       0.923
4657      2:ham      2:ham       0.994
4658     1:spam     1:spam       0.923
4659     1:spam     1:spam       0.923
4660      2:ham     1:spam   +   0.573
4661     1:spam     1:spam       0.923
4662     1:spam     1:spam       0.923
4663     1:spam     1:spam       0.923
4664     1:spam     1:spam       0.923
4665     1:spam     1:spam       0.923
4666      2:ham      2:ham       0.897
4667     1:spam     1:spam       0.923
4668      2:ham      2:ham       0.999
4669      2:ham      2:ham       0.99
4670     1:spam     1:spam       0.923
4671     1:spam     1:spam       0.923
4672     1:spam     1:spam       0.923
4673      2:ham     1:spam   +   0.568
4674     1:spam     1:spam       0.552
4675     1:spam     1:spam       0.923
4676     1:spam     1:spam       0.923
4677     1:spam     1:spam       0.923
4678     1:spam     1:spam       0.923
4679      2:ham     1:spam   +   0.573
4680     1:spam     1:spam       0.923
4681     1:spam     1:spam       0.923
4682     1:spam     1:spam       0.923
4683     1:spam     1:spam       0.923
4684     1:spam     1:spam       0.923
4685      2:ham      2:ham       0.897
4686      2:ham      2:ham       0.897
4687     1:spam     1:spam       0.923
4688      2:ham     1:spam   +   0.573
4689      2:ham      2:ham       0.983
4690      2:ham     1:spam   +   0.923
4691     1:spam     1:spam       0.923
4692     1:spam     1:spam       0.923
4693     1:spam     1:spam       0.923
4694      2:ham      2:ham       0.999
4695      2:ham      2:ham       0.994
4696     1:spam     1:spam       0.923
4697     1:spam     1:spam       0.923
4698     1:spam     1:spam       0.923
4699     1:spam     1:spam       0.552
4700     1:spam     1:spam       0.923
4701     1:spam     1:spam       0.923
4702     1:spam     1:spam       0.923
4703      2:ham      2:ham       0.897
4704     1:spam     1:spam       0.923
4705     1:spam     1:spam       0.923
4706     1:spam     1:spam       0.923
4707     1:spam     1:spam       0.923
4708     1:spam     1:spam       0.923
4709     1:spam     1:spam       0.923
4710     1:spam     1:spam       0.923
4711     1:spam     1:spam       0.923
4712      2:ham      2:ham       0.987
4713     1:spam     1:spam       0.923
4714      2:ham     1:spam   +   0.616
4715     1:spam     1:spam       0.923
4716     1:spam     1:spam       0.923
4717     1:spam     1:spam       0.923
4718     1:spam     1:spam       0.923
4719     1:spam     1:spam       0.923
4720     1:spam     1:spam       0.923
4721     1:spam     1:spam       0.923
4722     1:spam     1:spam       0.923
4723     1:spam     1:spam       0.923
4724     1:spam     1:spam       0.923
4725     1:spam     1:spam       0.923
4726     1:spam     1:spam       0.923
4727     1:spam     1:spam       0.923
4728     1:spam     1:spam       0.923
4729     1:spam     1:spam       0.923
4730     1:spam     1:spam       0.923
4731     1:spam     1:spam       0.923
4732     1:spam     1:spam       0.923
4733     1:spam     1:spam       0.923
4734     1:spam     1:spam       0.923
4735      2:ham     1:spam   +   0.552
4736      2:ham      2:ham       0.999
4737     1:spam     1:spam       0.923
4738     1:spam     1:spam       0.923
4739      2:ham      2:ham       0.726
4740      2:ham      2:ham       0.915
4741     1:spam     1:spam       0.552
4742     1:spam     1:spam       0.923
4743      2:ham      2:ham       0.994
4744     1:spam     1:spam       0.923
4745      2:ham      2:ham       0.915
4746     1:spam     1:spam       0.923
4747     1:spam     1:spam       0.923
